hhid,areaid,treatment,hh_edu,hh_gender,hh_size,children,old_biz,area_pop_base,area_debt_total_base,area_business_total_base,area_exp_pc_mean_base,area_literate_head_base,area_literate_base,anyloan_amt_2,informal_amt_2,female_biz_pct_2,hours_week_2,durables_exp_mo_2,temptation_exp_mo_2,total_exp_mo_2,bizprofit_2,bizrev_2,bizemployees_2,girls_school_2,bizassets_2
177,2,0,1.0,1.0,3.0,2.0,1.0,3,1,2,1,0,0,32000.0,16659.578571303864,0.5,68.0,596.9682,249.89368,4541.5396,-832.97894,666.3831,0.0,0.0,1665.9579
178,2,0,0.0,1.0,2.0,2.0,1.0,3,1,2,1,0,0,10000.0,0.0,1.0,140.0,69.41491,333.19156,7870.262,380.67136,8363.108,0.0,1.0,23531.654
180,2,0,1.0,0.0,1.0,2.0,0.0,3,1,2,1,0,0,103000.0,14993.620714173478,,84.0,378.31128,957.9258,5261.234,0.0,0.0,0.0,,0.0
181,2,0,1.0,1.0,1.0,0.0,0.0,3,1,2,1,0,0,0.0,0.0,,70.0,1180.0535,583.08527,19771.033,0.0,0.0,0.0,1.0,37317.457
182,2,0,0.0,1.0,3.0,2.0,1.0,3,1,2,1,0,0,14000.0,8329.789285651932,1.0,0.0,69.41491,374.8405,6859.304,0.0,0.0,0.0,1.0,0.0
183,2,0,0.0,1.0,2.0,2.0,0.0,3,1,2,1,0,0,190000.0,16659.578571303864,,78.0,902.3938,832.97894,7331.8813,0.0,0.0,0.0,1.0,0.0
184,2,0,0.0,1.0,1.0,0.0,0.0,3,1,2,1,0,0,3200.0,2665.5325714086184,,104.0,4859.0435,249.89368,14279.758,0.0,0.0,0.0,,0.0
185,2,0,0.0,1.0,1.0,2.0,0.0,3,1,2,1,0,0,8700.0,2498.9367856955796,,56.0,27.765963,0.0,5782.8174,0.0,0.0,0.0,,0.0
186,2,0,0.0,1.0,2.0,1.0,0.0,3,1,2,1,0,0,486500.0,220739.4160697762,,83.0,7357.9805,4997.8735,19874.877,0.0,0.0,0.0,1.0,0.0
187,2,0,1.0,1.0,3.0,3.0,0.0,3,1,2,1,0,0,150000.0,124946.83928477898,,72.0,478.9629,3040.373,11976.571,0.0,0.0,0.0,0.5,24156.389
188,3,1,1.0,1.0,3.0,3.0,0.0,1,0,2,2,0,1,282200.0,200498.028105642,,48.0,0.0,170.76068,4453.9385,0.0,0.0,0.0,0.0,0.0
189,3,1,0.0,1.0,2.0,1.0,0.0,1,0,2,2,0,1,50000.0,41648.94642825966,,140.0,254.75273,83.29789,11954.497,0.0,0.0,0.0,,0.0
190,3,1,0.0,0.0,2.0,2.0,1.0,1,0,2,2,0,1,44000.0,24989.367856955796,1.0,12.0,367.89902,0.0,8158.1963,3123.671,7288.5654,0.0,1.0,0.0
191,3,1,1.0,1.0,3.0,2.0,0.0,1,0,2,2,0,1,22000.0,8329.789285651932,,98.0,1095.0201,374.8405,9222.118,0.0,0.0,0.0,0.0,0.0
192,3,1,1.0,1.0,0.0,0.0,1.0,1,0,2,2,0,1,25000.0,20824.47321412983,0.5,9.0,149.24205,499.78735,5817.9414,2948.7454,2948.7454,0.0,,2915.4263
193,3,1,0.0,1.0,0.0,0.0,1.0,1,0,2,2,0,1,,,,,,,,,,,,
194,3,1,0.0,1.0,3.0,3.0,0.0,1,0,2,2,0,1,800000.0,666383.1428521546,0.0,160.0,1901.9686,249.89368,22209.44,59203.977,124946.836,0.0,,46771.766
195,3,1,0.0,1.0,2.0,3.0,0.0,1,0,2,2,0,1,216350.0,166595.78571303864,0.0,91.0,8017.422,416.48947,22312.727,0.0,6763.789,0.0,1.0,105788.32
196,3,1,1.0,1.0,2.0,3.0,1.0,1,0,2,2,0,1,,,,,,,,,,,,
197,3,1,1.0,1.0,2.0,0.0,0.0,1,0,2,2,0,1,,,,,,,,,,,,
198,3,1,1.0,1.0,2.0,3.0,0.0,1,0,2,2,0,1,121000.0,0.0,,0.0,374.84055,957.9258,8175.41,0.0,0.0,0.0,0.5,0.0
199,3,1,0.0,1.0,1.0,1.0,0.0,1,0,2,2,0,1,,,,,,,,,,,,
200,3,1,1.0,1.0,1.0,0.0,1.0,1,0,2,2,0,1,,,,,,,,,,,,
201,3,1,1.0,1.0,3.0,2.0,1.0,1,0,2,2,0,1,55000.0,41648.94642825966,,103.0,347.07455,249.89368,9610.911,0.0,0.0,0.0,0.0,0.0
203,3,1,0.0,1.0,2.0,3.0,1.0,1,0,2,2,0,1,42000.0,24989.367856955796,0.0,72.0,326.2501,174.92557,14477.729,-74968.1,58308.523,3.0,1.0,24489.58
204,3,1,0.0,1.0,2.0,3.0,1.0,1,0,2,2,0,1,25000.0,0.0,1.0,116.0,1365.3912,166.59578,6116.7754,2373.99,4164.8945,0.0,,0.0
205,3,1,1.0,1.0,3.0,2.0,0.0,1,0,2,2,0,1,15000.0,0.0,,88.0,225.59845,499.78735,13461.633,0.0,0.0,0.0,0.0,3331.9158
206,3,1,1.0,1.0,1.0,1.0,0.0,1,0,2,2,0,1,10000.0,8329.789285651932,,0.0,62.47342,2498.9368,7986.88,0.0,0.0,0.0,,0.0
207,3,1,0.0,1.0,2.0,3.0,0.0,1,0,2,2,0,1,20000.0,16659.578571303864,,48.0,62.47342,333.19156,42005.465,0.0,0.0,0.0,,0.0
208,3,1,1.0,0.0,2.0,0.0,0.0,1,0,2,2,0,1,15600.0,8829.576642791048,,0.0,0.0,99.95747,3163.3765,0.0,0.0,0.0,0.0,0.0
209,3,1,1.0,1.0,2.0,2.0,0.0,1,0,2,2,0,1,14000.0,3331.915714260773,,36.0,180.47876,299.8724,7498.893,0.0,0.0,0.0,1.0,0.0
210,3,1,0.0,1.0,1.0,0.0,1.0,1,0,2,2,0,1,,,,,,,,,,,,
211,3,1,0.0,1.0,2.0,2.0,0.0,1,0,2,2,0,1,,,,,,,,,,,,
212,3,1,0.0,1.0,2.0,1.0,0.0,1,0,2,2,0,1,0.0,0.0,,48.0,48.59044,0.0,6315.368,0.0,0.0,0.0,1.0,0.0
214,3,1,0.0,1.0,3.0,3.0,0.0,1,0,2,2,0,1,30000.0,0.0,0.0,126.0,680.2661,333.19156,6650.92,58.308525,166.59578,0.0,1.0,2498.9368
215,3,1,1.0,1.0,2.0,1.0,0.0,1,0,2,2,0,1,23150.0,6788.778267806325,,0.0,388.7235,1291.1173,5004.676,0.0,0.0,0.0,1.0,0.0
216,3,1,1.0,1.0,2.0,3.0,0.0,1,0,2,2,0,1,,,,,,,,,,,,
217,3,1,0.0,1.0,1.0,2.0,0.0,1,0,2,2,0,1,,,,,,,,,,,,
218,3,1,1.0,1.0,2.0,2.0,0.0,1,0,2,2,0,1,15000.0,0.0,,32.0,506.72885,1549.3408,17169.916,0.0,0.0,0.0,0.0,0.0
219,3,1,1.0,1.0,2.0,2.0,0.0,1,0,2,2,0,1,40000.0,33319.15714260773,,177.0,437.31393,3996.6328,9890.515,0.0,0.0,0.0,0.0,0.0
220,3,1,1.0,1.0,2.0,2.0,1.0,1,0,2,2,0,1,45000.0,33319.15714260773,1.0,73.0,20.824472,166.59578,9225.519,14.993621,184.08835,0.0,,1499.362
221,3,1,0.0,1.0,2.0,3.0,0.0,1,0,2,2,0,1,61000.0,0.0,1.0,63.0,350.5453,274.88306,2402.4502,756.34485,832.97894,0.0,1.0,0.0
222,3,1,0.0,1.0,0.0,0.0,0.0,1,0,2,2,0,1,,,,,,,,,,,,
223,3,1,0.0,1.0,1.0,2.0,0.0,1,0,2,2,0,1,20600.0,0.0,0.0,0.0,0.0,249.89368,7671.944,708.0321,4831.278,0.0,,40399.477
224,3,1,1.0,1.0,3.0,3.0,0.0,1,0,2,2,0,1,46000.0,0.0,,56.0,468.55066,416.48947,10380.86,0.0,0.0,0.0,1.0,0.0
225,3,1,1.0,1.0,3.0,3.0,1.0,1,0,2,2,0,1,300000.0,166595.78571303864,1.0,40.0,277.65964,83.29789,7335.49,674.71295,857.9683,0.0,1.0,2915.4263
226,3,1,1.0,1.0,3.0,3.0,1.0,1,0,2,2,0,1,362500.0,258223.4678552099,0.0,91.0,444.2554,1924.1813,10002.272,4885.4214,25955.623,0.0,1.0,5914.1504
227,3,1,0.0,1.0,3.0,3.0,0.0,1,0,2,2,0,1,97000.0,80798.95607082374,,147.0,832.97894,0.0,13871.598,0.0,0.0,0.0,,0.0
228,3,1,1.0,1.0,2.0,1.0,0.0,1,0,2,2,0,1,0.0,0.0,,96.0,5615.666,166.59578,15946.964,0.0,0.0,0.0,0.0,0.0
229,3,1,0.0,1.0,3.0,3.0,0.0,1,0,2,2,0,1,,,,,,,,,,,,
230,3,1,0.0,1.0,2.0,2.0,0.0,1,0,2,2,0,1,0.0,0.0,,80.0,83.29789,874.62787,5777.542,0.0,0.0,0.0,1.0,0.0
231,3,1,1.0,1.0,2.0,0.0,0.0,1,0,2,2,0,1,20000.0,0.0,,125.0,281.1304,583.08527,7486.9536,0.0,0.0,0.0,,0.0
232,3,1,1.0,1.0,3.0,3.0,0.0,1,0,2,2,0,1,0.0,0.0,,77.0,312.3671,41.648945,3811.7114,0.0,0.0,0.0,0.5,0.0
233,3,1,0.0,1.0,2.0,2.0,1.0,1,0,2,2,0,1,0.0,0.0,0.0,168.0,48.59044,0.0,5605.6704,6264.0015,8579.683,1.0,,106246.46
234,3,1,0.0,1.0,2.0,2.0,0.0,1,0,2,2,0,1,40000.0,29154.262499781762,,48.0,392.19424,249.89368,10372.114,0.0,0.0,0.0,,0.0
235,3,1,1.0,1.0,2.0,1.0,1.0,1,0,2,2,0,1,75000.0,62473.41964238949,0.0,93.0,0.0,83.29789,7647.4404,20991.068,23989.793,0.0,,5830.8525
236,3,1,0.0,1.0,2.0,3.0,1.0,1,0,2,2,0,1,5000.0,0.0,0.0,42.0,423.43094,199.91495,4087.15,4248.1924,11745.003,0.0,0.0,2332.341
237,3,1,0.0,1.0,3.0,2.0,1.0,1,0,2,2,0,1,235000.0,166595.78571303864,1.0,150.0,3689.4023,0.0,15866.444,1874.2026,5622.608,0.0,1.0,166845.67
238,3,1,1.0,1.0,3.0,0.0,0.0,1,0,2,2,0,1,142000.0,16659.578571303864,,212.0,180.47876,41.648945,6937.882,0.0,0.0,0.0,,3331.9158
239,3,1,1.0,1.0,3.0,2.0,0.0,1,0,2,2,0,1,10000.0,0.0,,84.0,0.0,166.59578,7110.031,0.0,0.0,0.0,,0.0
240,4,1,1.0,1.0,2.0,1.0,0.0,0,2,2,1,0,0,190000.0,141606.41785608284,,158.0,409.54797,1815.894,6451.8384,0.0,0.0,0.0,0.0,0.0
242,4,1,0.0,1.0,2.0,3.0,0.0,0,2,2,1,0,0,,,,,,,,,,,,
243,4,1,1.0,1.0,2.0,2.0,0.0,0,2,2,1,0,0,60000.0,0.0,,117.0,183.94951,2832.1284,7178.752,0.0,0.0,0.0,1.0,0.0
244,4,1,1.0,1.0,1.0,2.0,0.0,0,2,2,1,0,0,75000.0,33319.15714260773,,98.0,312.3671,0.0,9110.013,0.0,0.0,0.0,1.0,1665.9579
245,4,1,1.0,1.0,1.0,2.0,0.0,0,2,2,1,0,0,,,,,,,,,,,,
246,4,1,0.0,1.0,1.0,1.0,0.0,0,2,2,1,0,0,55000.0,4164.894642825966,,136.0,138.82982,1665.9579,8022.4204,0.0,0.0,0.0,0.0,24156.389
247,4,1,0.0,1.0,2.0,0.0,1.0,0,2,2,1,0,0,10000.0,8329.789285651932,0.0,50.0,138.82982,2823.7986,13527.301,5064.5117,5830.8525,0.0,,54976.61
248,4,1,0.0,1.0,2.0,0.0,0.0,0,2,2,1,0,0,35000.0,0.0,,84.0,2231.6895,249.89368,16779.39,0.0,0.0,0.0,,0.0
249,4,1,0.0,1.0,3.0,2.0,0.0,0,2,2,1,0,0,,,,,,,,,,,,
250,2,0,1.0,1.0,3.0,2.0,1.0,3,1,2,1,0,0,30000.0,24989.367856955796,0.0,200.0,2839.07,832.97894,10631.865,10403.907,27321.709,0.0,1.0,31736.498
251,4,1,1.0,1.0,2.0,1.0,0.0,0,2,2,1,0,0,20600.0,0.0,,120.0,20.824472,249.89368,5039.2446,0.0,0.0,0.0,,0.0
252,4,1,1.0,1.0,2.0,2.0,1.0,0,2,2,1,0,0,44500.0,11661.704999912705,,96.0,34.707455,1082.8726,6413.66,0.0,0.0,0.0,1.0,0.0
253,4,1,0.0,1.0,2.0,2.0,0.0,0,2,2,1,0,0,12000.0,1665.9578571303864,,201.0,138.82982,441.47882,7429.339,0.0,0.0,0.0,1.0,0.0
254,4,1,0.0,1.0,2.0,2.0,0.0,0,2,2,1,0,0,10500.0,4164.894642825966,,104.0,569.2023,499.78735,5350.64,0.0,0.0,0.0,1.0,0.0
255,4,1,0.0,1.0,2.0,2.0,1.0,0,2,2,1,0,0,65000.0,0.0,1.0,35.0,485.9044,2124.0962,9284.105,0.0,0.0,0.0,0.5,0.0
256,4,1,1.0,1.0,2.0,1.0,0.0,0,2,2,1,0,0,11000.0,832.9789285651932,,40.0,659.44165,1665.9579,7949.3955,0.0,0.0,0.0,1.0,0.0
257,4,1,1.0,1.0,2.0,2.0,0.0,0,2,2,1,0,0,14000.0,1665.9578571303864,0.0,99.0,503.95227,251.55963,4595.683,312.3671,783.0002,0.0,0.5,2498.9368
259,4,1,0.0,1.0,3.0,3.0,0.0,0,2,2,1,0,0,55000.0,45813.841071085626,,24.0,0.0,333.19156,38281.49,0.0,0.0,0.0,1.0,0.0
260,4,1,0.0,1.0,3.0,3.0,0.0,0,2,2,1,0,0,55000.0,0.0,,40.0,55.531925,0.0,9835.676,0.0,0.0,0.0,1.0,0.0
261,4,1,0.0,1.0,1.0,0.0,0.0,0,2,2,1,0,0,37000.0,26655.325714086182,0.0,50.0,708.03204,0.0,6457.2524,4244.028,7717.55,0.0,,0.0
262,4,1,0.0,1.0,2.0,1.0,0.0,0,2,2,1,0,0,60000.0,24989.367856955796,0.0,21.0,138.82982,458.1384,8799.033,12966.983,62945.72,0.0,1.0,27946.443
263,4,1,0.0,1.0,2.0,0.0,1.0,0,2,2,1,0,0,,,,,,,,,,,,
265,4,1,0.0,1.0,3.0,2.0,0.0,0,2,2,1,0,0,81000.0,0.0,0.33333334,120.0,916.27686,416.48947,11346.84,-7205.2676,17159.365,0.0,,29154.262
266,4,1,1.0,1.0,2.0,3.0,0.0,0,2,2,1,0,0,33900.0,0.0,,63.0,0.0,83.29789,4912.0767,0.0,0.0,0.0,1.0,20824.473
267,4,1,1.0,1.0,2.0,0.0,0.0,0,2,2,1,0,0,44000.0,0.0,,243.0,357.4868,583.08527,8209.424,0.0,0.0,0.0,0.0,0.0
268,4,1,0.0,1.0,2.0,2.0,0.0,0,2,2,1,0,0,10000.0,0.0,,90.0,27.765963,166.59578,6427.265,0.0,0.0,0.0,,0.0
269,4,1,1.0,0.0,2.0,2.0,0.0,0,2,2,1,0,0,20000.0,0.0,,66.0,0.0,249.89368,6491.1274,0.0,0.0,0.0,,0.0
270,4,1,0.0,1.0,1.0,1.0,0.0,0,2,2,1,0,0,0.0,0.0,0.0,9.0,485.9044,7496.8105,18757.297,26113.889,49978.734,2.0,,236524.36
271,4,1,0.0,1.0,2.0,3.0,0.0,0,2,2,1,0,0,150000.0,0.0,,132.0,83.29789,832.97894,8162.083,0.0,0.0,0.0,1.0,0.0
272,4,1,1.0,1.0,1.0,2.0,0.0,0,2,2,1,0,0,42000.0,0.0,,116.0,104.12237,316.53198,6352.575,0.0,0.0,0.0,1.0,0.0
273,4,1,0.0,1.0,1.0,2.0,1.0,0,2,2,1,0,0,,,,,,,,,,,,
274,4,1,0.0,1.0,2.0,1.0,0.0,0,2,2,1,0,0,52000.0,10828.726071347512,,82.0,215.18622,333.19156,6292.323,0.0,0.0,0.0,1.0,0.0
275,4,1,0.0,1.0,3.0,2.0,0.0,0,2,2,1,0,0,22000.0,0.0,,214.0,347.07455,166.59578,7871.6514,0.0,0.0,0.0,,0.0
276,4,1,1.0,1.0,1.0,0.0,0.0,0,2,2,1,0,0,120000.0,0.0,,125.0,548.3778,1082.8726,4939.4263,0.0,0.0,0.0,0.0,0.0
277,4,1,0.0,1.0,1.0,1.0,0.0,0,2,2,1,0,0,46000.0,0.0,0.0,72.0,277.65964,1416.0642,6513.201,-121281.734,8662.98,0.0,,51644.695
278,4,1,1.0,1.0,2.0,2.0,0.0,0,2,2,1,0,0,0.0,0.0,,128.0,0.0,95.79258,2350.8054,0.0,0.0,0.0,1.0,0.0
279,4,1,0.0,1.0,1.0,2.0,0.0,0,2,2,1,0,0,12500.0,0.0,,95.0,242.9522,499.78735,4188.2876,0.0,0.0,0.0,,1665.9579
280,4,1,1.0,1.0,2.0,1.0,0.0,0,2,2,1,0,0,30000.0,24989.367856955796,,44.0,277.65964,83.29789,8968.823,0.0,0.0,0.0,,0.0
281,4,1,0.0,1.0,1.0,2.0,1.0,0,2,2,1,0,0,0.0,0.0,1.0,90.0,104.12237,624.7342,7442.944,2240.7134,3373.5647,0.0,,2498.9368
282,4,1,0.0,1.0,2.0,2.0,0.0,0,2,2,1,0,0,10000.0,0.0,1.0,45.0,274.1889,166.59578,6804.743,1582.6599,1665.9579,0.0,1.0,27654.9
283,4,1,1.0,1.0,1.0,0.0,0.0,0,2,2,1,0,0,190000.0,158265.9964273867,,32.0,5206.118,1499.362,20163.367,0.0,0.0,0.0,,166.59578
284,4,1,0.0,1.0,2.0,2.0,0.0,0,2,2,1,0,0,22800.0,832.9789285651932,,54.0,749.6811,0.0,10303.394,0.0,0.0,0.0,1.0,2498.9368
285,4,1,0.0,1.0,3.0,3.0,1.0,0,2,2,1,0,0,,,,,,,,,,,,
286,4,1,0.0,1.0,3.0,3.0,0.0,0,2,2,1,0,0,16000.0,0.0,0.0,77.0,138.82982,83.29789,7144.7373,3123.671,4081.5967,0.0,1.0,28154.688
287,4,1,1.0,1.0,3.0,2.0,0.0,0,2,2,1,0,0,10000.0,0.0,,158.0,472.0214,54.97661,4790.462,0.0,0.0,0.0,,0.0
289,4,1,0.0,1.0,1.0,2.0,0.0,0,2,2,1,0,0,4200.0,0.0,,56.0,211.71547,241.56389,3457.0015,0.0,0.0,0.0,,0.0
290,4,1,1.0,0.0,1.0,0.0,0.0,0,2,2,1,0,0,54000.0,0.0,,48.0,388.7235,174.92557,3042.178,0.0,0.0,0.0,,0.0
292,4,1,1.0,1.0,3.0,1.0,0.0,0,2,2,1,0,0,210000.0,0.0,,174.0,194.36176,1782.575,9518.728,0.0,0.0,0.0,0.0,0.0
293,4,1,1.0,1.0,3.0,3.0,0.0,0,2,2,1,0,0,0.0,0.0,,142.0,555.3193,0.0,555.3193,0.0,0.0,0.0,1.0,0.0
294,4,1,1.0,1.0,2.0,3.0,0.0,0,2,2,1,0,0,35000.0,0.0,,48.0,1145.3461,83.29789,9841.09,0.0,0.0,0.0,1.0,0.0
295,4,1,0.0,1.0,2.0,2.0,0.0,0,2,2,1,0,0,30000.0,8329.789285651932,,70.0,416.48947,0.0,11142.482,0.0,0.0,0.0,1.0,0.0
296,4,1,1.0,0.0,3.0,1.0,0.0,0,2,2,1,0,0,55000.0,0.0,,119.0,104.12237,41.648945,4855.9893,0.0,0.0,0.0,0.0,0.0
297,4,1,1.0,1.0,3.0,1.0,0.0,0,2,2,1,0,0,232000.0,54976.60928530275,,165.0,381.782,749.681,8480.559,0.0,0.0,0.0,0.0,0.0
298,4,1,1.0,0.0,3.0,2.0,0.0,0,2,2,1,0,0,55000.0,20824.47321412983,,96.0,298.4841,1082.8726,8155.4194,0.0,0.0,0.0,0.0,0.0
299,4,1,0.0,1.0,3.0,2.0,1.0,0,2,2,1,0,0,5500.0,1249.4683928477898,1.0,164.0,69.41491,108.28726,5256.652,-1345.261,391.5001,0.0,,0.0
300,4,1,0.0,1.0,1.0,2.0,0.0,0,2,2,1,0,0,5500.0,4581.384107108563,,69.0,20.824472,0.0,3689.2637,0.0,0.0,0.0,1.0,0.0
301,4,1,0.0,1.0,2.0,3.0,0.0,0,2,2,1,0,0,19800.0,0.0,,70.0,433.84317,249.89368,8501.8,0.0,0.0,0.0,1.0,0.0
302,4,1,1.0,0.0,2.0,1.0,0.0,0,2,2,1,0,0,60000.0,20824.47321412983,,66.0,0.0,87.46278,4551.2583,0.0,0.0,0.0,1.0,0.0
303,4,1,0.0,1.0,1.0,2.0,0.0,0,2,2,1,0,0,65500.0,25405.857321238393,,42.0,104.12237,0.0,4818.2275,0.0,0.0,0.0,,0.0
304,4,1,1.0,1.0,2.0,3.0,0.0,0,2,2,1,0,0,56000.0,41648.94642825966,,56.0,26.377665,1999.1494,7463.4907,0.0,0.0,0.0,1.0,0.0
305,4,1,1.0,1.0,3.0,3.0,0.0,0,2,2,1,0,0,75000.0,41648.94642825966,,253.0,0.0,24.989368,2866.003,0.0,0.0,0.0,,22073.941
306,4,1,1.0,1.0,3.0,3.0,0.0,0,2,2,1,0,0,500.0,416.4894642825966,,40.0,138.82982,0.0,3002.8892,0.0,0.0,0.0,1.0,28654.475
307,4,1,1.0,1.0,3.0,1.0,0.0,0,2,2,1,0,0,48000.0,2498.9367856955796,,188.0,4942.342,558.0959,9923.0,0.0,0.0,0.0,0.0,0.0
308,4,1,0.0,1.0,2.0,3.0,0.0,0,2,2,1,0,0,62000.0,16659.578571303864,,97.0,593.4975,2332.341,11272.287,0.0,0.0,0.0,0.5,0.0
311,4,1,0.0,1.0,1.0,1.0,0.0,0,2,2,1,0,0,30000.0,0.0,,66.0,24.29522,166.59578,3170.5952,0.0,0.0,0.0,,0.0
312,4,1,0.0,1.0,1.0,0.0,0.0,0,2,2,1,0,0,12000.0,0.0,,84.0,4175.307,1749.2557,13616.846,0.0,0.0,0.0,0.0,0.0
313,4,1,1.0,1.0,2.0,1.0,0.0,0,2,2,1,0,0,10000.0,8329.789285651932,,138.0,138.82982,99.95747,12372.514,0.0,0.0,0.0,0.0,0.0
314,4,1,1.0,1.0,3.0,2.0,0.0,0,2,2,1,0,0,30000.0,8329.789285651932,1.0,275.0,763.564,583.08527,12590.476,4164.8945,4997.8735,0.0,,2915.4263
315,4,1,1.0,0.0,2.0,2.0,0.0,0,2,2,1,0,0,21000.0,4997.873571391159,,56.0,13.882981,129.94472,6192.9204,0.0,0.0,0.0,1.0,1665.9579
317,4,1,1.0,1.0,3.0,3.0,0.0,0,2,2,1,0,0,155000.0,127445.77607047456,1.0,267.0,4685.5063,499.78735,25651.586,0.0,83.29789,0.0,0.5,0.0
318,4,1,1.0,1.0,3.0,2.0,0.0,0,2,2,1,0,0,16000.0,4997.873571391159,,97.0,347.07455,624.7342,8942.028,0.0,0.0,0.0,0.5,0.0
319,4,1,1.0,1.0,3.0,1.0,0.0,0,2,2,1,0,0,28000.0,6663.831428521546,,143.0,444.2554,608.07465,6919.279,0.0,0.0,0.0,,0.0
320,5,1,1.0,1.0,3.0,2.0,0.0,0,3,2,3,1,2,217000.0,0.0,,117.0,97.18088,208.24474,4705.7754,0.0,0.0,0.0,,0.0
321,5,1,0.0,1.0,2.0,1.0,0.0,0,3,2,3,1,2,31000.0,17492.557499869057,,180.0,69.41491,1665.9579,9360.74,0.0,0.0,0.0,,0.0
322,5,1,0.0,1.0,0.0,0.0,0.0,0,3,2,3,1,2,33500.0,17492.557499869057,,0.0,69.41491,166.59578,6298.015,0.0,0.0,0.0,,0.0
323,5,1,0.0,1.0,1.0,1.0,0.0,0,3,2,3,1,2,20000.0,0.0,,0.0,645.55865,249.89368,11320.461,0.0,0.0,0.0,,0.0
324,5,1,1.0,0.0,1.0,1.0,0.0,0,3,2,3,1,2,10000.0,0.0,,162.0,376.5759,249.89368,4796.6396,0.0,0.0,0.0,,0.0
325,5,1,0.0,1.0,3.0,2.0,0.0,0,3,2,3,1,2,4000.0,3331.915714260773,,140.0,2498.9368,1332.7662,10235.09,0.0,0.0,0.0,,0.0
326,5,1,0.0,1.0,2.0,1.0,0.0,0,3,2,3,1,2,70000.0,41648.94642825966,0.0,96.0,2103.2717,832.97894,7720.6045,-832.97894,0.0,0.0,,0.0
328,5,1,1.0,1.0,3.0,2.0,0.0,0,3,2,3,1,2,8000.0,0.0,,28.0,180.47876,333.19156,5092.4165,0.0,0.0,0.0,0.25,0.0
330,5,1,0.0,1.0,3.0,3.0,1.0,0,3,2,3,1,2,357580.0,216574.52142695023,0.0,32.0,1062.0481,0.0,12028.077,1499.362,4997.8735,0.0,1.0,1999.1494
333,5,1,0.0,1.0,2.0,0.0,0.0,0,3,2,3,1,2,9000.0,3331.915714260773,,94.0,333.19156,0.0,5225.2773,0.0,0.0,0.0,,0.0
334,5,1,0.0,1.0,2.0,2.0,0.0,0,3,2,3,1,2,305500.0,250310.16803384057,,0.0,242.9522,41.648945,7357.9805,0.0,0.0,0.0,1.0,0.0
335,5,1,0.0,1.0,2.0,2.0,1.0,0,3,2,3,1,2,10000.0,0.0,0.0,35.0,152.7128,0.0,6071.8613,1874.2026,14368.887,0.0,1.0,2915.4263
336,6,1,0.0,1.0,3.0,3.0,0.0,0,2,2,0,0,2,96000.0,0.0,,235.0,229.06921,1332.7662,17047.746,0.0,0.0,0.0,0.5,0.0
337,6,1,1.0,0.0,2.0,0.0,0.0,0,2,2,0,0,2,8000.0,0.0,,48.0,0.0,83.29789,2040.7983,0.0,0.0,0.0,0.0,0.0
340,6,1,1.0,1.0,2.0,0.0,0.0,0,2,2,0,0,2,45000.0,8329.789285651932,,130.0,104.12237,333.19156,3815.0437,0.0,0.0,0.0,0.0,0.0
341,6,1,1.0,1.0,2.0,0.0,0.0,0,2,2,0,0,2,229000.0,83297.89285651932,,228.0,624.7342,999.5747,8019.088,0.0,0.0,0.0,0.0,0.0
342,6,1,0.0,0.0,2.0,0.0,0.0,0,2,2,0,0,2,,,,,,,,,,,,
343,6,1,0.0,1.0,2.0,3.0,0.0,0,2,2,0,0,2,40000.0,0.0,,61.0,229.06921,1624.309,5813.637,0.0,0.0,0.0,1.0,0.0
344,6,1,0.0,1.0,2.0,2.0,1.0,0,2,2,0,0,2,45000.0,4164.894642825966,1.0,52.0,138.82982,583.08527,5759.633,2691.355,3498.5115,0.0,1.0,4997.8735
345,6,1,0.0,1.0,2.0,0.0,0.0,0,2,2,0,0,2,73500.0,42898.41482110745,,130.0,381.782,1149.5109,12389.451,0.0,0.0,0.0,0.0,0.0
346,6,1,1.0,0.0,3.0,3.0,1.0,0,2,2,0,0,2,20000.0,0.0,0.5,121.0,5213.06,333.19156,22811.684,8433.079,8746.278,0.0,0.5,49728.844
347,6,1,0.0,1.0,1.0,0.0,1.0,0,2,2,0,0,2,32000.0,18325.53642843425,0.0,95.0,142.30057,83.29789,5061.874,2299.0217,12294.769,0.0,,0.0
348,6,1,1.0,0.0,2.0,2.0,0.0,0,2,2,0,0,2,5000.0,2498.9367856955796,,130.0,152.7128,1249.4684,6281.494,0.0,0.0,0.0,0.5,0.0
349,6,1,0.0,1.0,2.0,3.0,0.0,0,2,2,0,0,2,10000.0,0.0,,42.0,1180.0535,166.59578,5201.3984,0.0,0.0,0.0,,0.0
350,6,1,0.0,1.0,2.0,2.0,0.0,0,2,2,0,0,2,30000.0,18325.53642843425,1.0,70.0,20.824472,1082.8726,4858.4883,124.94684,624.7342,0.0,,0.0
351,6,1,0.0,1.0,3.0,2.0,1.0,0,2,2,0,0,2,155000.0,4164.894642825966,0.0,48.0,222.1277,249.89368,8206.647,14993.621,69970.23,4.0,,88295.766
352,6,1,0.0,1.0,1.0,2.0,0.0,0,2,2,0,0,2,2400.0,0.0,,42.0,34.707455,0.0,5110.742,0.0,0.0,0.0,,0.0
353,6,1,0.0,1.0,2.0,2.0,1.0,0,2,2,0,0,2,34000.0,0.0,1.0,154.0,971.8088,0.0,10838.444,4718.8257,56057.816,0.0,1.0,38233.734
