,n_per_pol,sim_num,num_pools,MSE,IOU,min_dosage,best_pol_diff
1304,100,51,6,1.394579027750512,0.6666666666666666,True,0.5129437661440681
1305,100,51,6,1.322125480068691,0.5,True,0.06600961975750952
1306,100,51,6,1.0027740934015525,1.0,True,0.014344442595002782
1307,100,51,8,1.000269010695408,0.5,False,-0.03732073456750307
1308,100,51,9,1.0023057625619822,1.0,True,0.014344442595002782
1309,100,51,9,1.0017484877265665,1.0,True,0.014344442595002782
1310,100,52,4,1.317308033373343,0.6666666666666666,True,0.6551748967482078
1311,100,52,6,1.3149130875755126,0.6666666666666666,True,0.6551748967482078
1312,100,52,6,1.3165007670400055,0.6666666666666666,True,0.6551748967482078
1313,100,52,6,1.2406518225685814,0.5,True,0.1927826736522391
1314,100,52,6,0.9995916800966134,1.0,True,0.17365230452714986
1315,100,52,8,0.9995391307294373,0.5,False,0.1545219354020606
1316,100,52,9,0.9968140632270073,1.0,True,0.17365230452714986
1317,100,52,9,0.9985242347670451,1.0,True,0.17365230452714986
1318,100,53,4,1.3836959371381377,0.6666666666666666,True,0.4703285728422637
1319,100,53,6,1.3836685127543396,0.6666666666666666,True,0.4703285728422637
1320,100,53,6,1.3822223990237674,0.6666666666666666,True,0.4703285728422637
1321,100,53,6,1.3002541569274442,0.5,True,0.11363685358472253
1322,100,53,6,1.0225607642180181,1.0,True,-0.018185732833899237
1323,100,53,8,1.020326520149921,0.5,False,-0.1500083192525219
1324,100,53,9,1.0194486893786763,1.0,True,-0.018185732833899237
1325,100,53,9,1.0190088694528825,1.0,True,-0.018185732833899237
1326,100,54,4,1.410818835844082,0.6666666666666666,True,0.4555743317163552
1327,100,54,6,1.3218133454128225,0.5,True,-0.14294806273522997
1328,100,54,6,1.0177819291779084,1.0,True,-0.16078513213587264
1329,100,54,8,1.017447357160029,0.5,False,-0.1786222015365162
1330,100,54,9,1.0171992750051606,1.0,True,-0.16078513213587264
1331,100,54,9,1.0154873654692584,1.0,True,-0.16078513213587264
1332,100,55,4,1.301744572094281,0.6666666666666666,True,0.448237941806771
1333,100,55,6,1.3013364745907146,0.6666666666666666,True,0.448237941806771
1334,100,55,6,1.3013238687256246,0.6666666666666666,True,0.448237941806771
1335,100,55,6,1.2266395718051146,0.5,True,-0.04455320730388124
1336,100,55,6,0.9590903961880997,1.0,True,-0.0022744424675282815
1337,100,55,8,0.9577173528321216,0.5,True,-0.04455320730388124
1338,100,55,9,0.9574818965281449,1.0,True,-0.0022744424675282815
1339,100,55,9,0.9573013071755233,1.0,True,-0.0022744424675282815
1340,100,56,4,1.3681268251077443,0.6666666666666666,True,0.44829227391362014
1341,100,56,6,1.3667472370037381,0.6666666666666666,True,0.44829227391362014
1342,100,56,6,1.3680385846630907,0.6666666666666666,True,0.44829227391362014
1343,100,56,6,1.2672797263370075,0.5,True,-0.025642569042121366
1344,100,56,6,0.9996137101306113,1.0,True,-0.058923319732092416
1345,100,56,8,0.9988483203054944,0.5,False,-0.09220407042206347
1346,100,56,9,0.9961424357771864,1.0,True,-0.058923319732092416
1347,100,56,9,0.9987739735268033,1.0,True,-0.058923319732092416
1348,100,57,4,1.347885417396788,0.6666666666666666,True,0.5663017909837675
1349,100,57,6,1.3477984305098665,0.6666666666666666,True,0.5663017909837675
1350,100,57,6,1.3462275914601043,0.6666666666666666,True,0.5663017909837675
1351,100,57,6,1.2693173886325573,0.5,True,0.1410698335021463
1352,100,57,6,0.9963825832240658,1.0,True,0.08874276002486248
1353,100,57,8,0.9959164031779539,0.5,False,0.03641568654757865
1354,100,57,9,0.9962895074456387,1.0,True,0.08874276002486248
1355,100,57,9,0.9941577678279172,1.0,True,0.08874276002486248
1356,100,58,4,1.3405476683969335,0.6666666666666666,True,0.4502643766631831
1357,100,58,6,1.3396002553387383,0.6666666666666666,True,0.4502643766631831
1358,100,58,6,1.340415804660853,0.6666666666666666,True,0.4502643766631831
1359,100,58,6,1.2361787019519324,0.5,True,-0.029425130138852396
1360,100,58,6,0.9749144031130165,1.0,True,-0.06201375494737782
1361,100,58,8,0.973638817366212,0.5,False,-0.09460237975590413
1362,100,58,9,0.9738470108848434,1.0,True,-0.06201375494737782
1363,100,58,9,0.973810197472653,1.0,True,-0.06201375494737782
1364,100,59,4,1.3971305136173169,0.6666666666666666,True,0.5722229659922418
1365,100,59,6,1.394160701178458,0.6666666666666666,True,0.5722229659922418
1366,100,59,6,1.3967052161459923,0.6666666666666666,True,0.5722229659922418
1367,100,59,6,1.299752064109303,0.5,True,0.0750429812057698
1368,100,59,6,1.0380061717299625,1.0,True,0.11368623191659832
1369,100,59,8,1.0377404852969205,0.5,True,0.0750429812057698
1370,100,59,9,1.0348845553033912,1.0,True,0.11368623191659832
1371,100,59,9,1.0374930539757015,1.0,True,0.11368623191659832
1372,100,60,4,1.394337907668251,0.6666666666666666,True,0.448705902660965
1373,100,60,6,1.3931842565588346,0.6666666666666666,True,0.448705902660965
1374,100,60,6,1.3916258808156061,0.6666666666666666,True,0.448705902660965
1375,100,60,6,1.300316768868809,0.5,True,0.03506311752492497
1376,100,60,6,1.0134534913822997,1.0,True,-0.016028620997296628
1377,100,60,8,1.0130877723339566,0.5,False,-0.06712035951952
1378,100,60,9,1.0111110605529672,1.0,True,-0.016028620997296628
1379,100,60,9,1.0082054399914924,1.0,True,-0.016028620997296628
1380,100,61,4,1.3572362916209846,0.6666666666666666,True,0.4710408700124633
1381,100,61,6,1.357060423503247,0.6666666666666666,True,0.4710408700124633
1382,100,61,6,1.3523054875869007,0.6666666666666666,True,0.4710408700124633
