,n_per_pol,sim_num,MSE,L1_loss,IOU,min_dosage,best_pol_diff,"(0, 0)","(0, 1)","(1, 0)","(1, 1)"
296,1000,96,1.381424716654354,1.9884478002164299,1.0,True,0.6300242370906117,0,0,0,1
297,1000,97,1.3703717754156017,1.979325939154728,1.0,True,0.6150051309826079,0,0,0,1
298,1000,98,1.3754436745546226,1.9880794282166727,1.0,True,0.6177802423659102,0,0,0,1
299,1000,99,1.3841780515373103,1.9838670519814183,1.0,True,0.6250545098207203,0,0,0,1
300,5000,0,1.3718194704025375,1.972522761841854,1.0,True,0.6405863343581468,0,0,0,1
301,5000,1,1.3739352627345782,1.9782894058666587,1.0,True,0.6345464981735454,0,0,0,1
302,5000,2,1.3836414597872246,1.9917344485790276,1.0,True,0.6191999818632423,0,0,0,1
303,5000,3,1.3783726207788634,1.9818855892788054,1.0,True,0.6194582572903111,0,0,0,1
304,5000,4,1.3742883031467532,1.9796501833275035,1.0,True,0.6206806169986043,0,0,0,1
305,5000,5,1.37806769003776,1.9817304654690133,1.0,True,0.6256379894301971,0,0,0,1
306,5000,6,1.382184975889332,1.9867084298381765,1.0,True,0.6275504317183165,0,0,0,1
307,5000,7,1.3718907155997928,1.97800045437534,1.0,True,0.622808376647821,0,0,0,1
308,5000,8,1.3714023271509117,1.9775507575454763,1.0,True,0.6207621233632703,0,0,0,1
309,5000,9,1.3815952216930314,1.9861511394285514,1.0,True,0.6292787536965028,0,0,0,1
310,5000,10,1.377520465831698,1.9824520062233582,1.0,True,0.6152631724263258,0,0,0,1
311,5000,11,1.3830273161775928,1.9899441299239542,1.0,True,0.6237620944944462,0,0,0,1
312,5000,12,1.3708829963520366,1.9763393212300029,1.0,True,0.6163787502595532,0,0,0,1
313,5000,13,1.3758097222329524,1.9834540378903163,1.0,True,0.6217129060541722,0,0,0,1
314,5000,14,1.3743639332564201,1.9796361915399385,1.0,True,0.6276888133235698,0,0,0,1
315,5000,15,1.3770226150152394,1.981614214524936,1.0,True,0.623448721759781,0,0,0,1
316,5000,16,1.3684193376319713,1.9729187067411136,1.0,True,0.6195628573939813,0,0,0,1
317,5000,17,1.37488171381237,1.9805643387938239,1.0,True,0.6199271415620187,0,0,0,1
318,5000,18,1.3686293881681888,1.975174355806861,1.0,True,0.6210235045777881,0,0,0,1
319,5000,19,1.3818740294578162,1.986321055308991,1.0,True,0.6264372190410201,0,0,0,1
320,5000,20,1.374361707462775,1.978677360298243,1.0,True,0.6277485431993601,0,0,0,1
321,5000,21,1.3716809481113017,1.9789771667186347,1.0,True,0.6203244191088118,0,0,0,1
322,5000,22,1.375921972908099,1.982121415292296,1.0,True,0.6313512688511604,0,0,0,1
323,5000,23,1.375855039147384,1.9806155552974871,1.0,True,0.6318990675869371,0,0,0,1
324,5000,24,1.3740432015368367,1.9805954406281896,1.0,True,0.6326220641696954,0,0,0,1
325,5000,25,1.365407318059224,1.9701366349923597,1.0,True,0.6339524058077726,0,0,0,1
326,5000,26,1.3721890504452159,1.9814042698202852,1.0,True,0.6095743468857817,0,0,0,1
327,5000,27,1.3747441545474173,1.9813252181590766,1.0,True,0.6314179305358052,0,0,0,1
328,5000,28,1.3793022342414991,1.9844513486735469,1.0,True,0.6211808876613372,0,0,0,1
329,5000,29,1.3757328691644004,1.9781496724908745,1.0,True,0.6232020780678975,0,0,0,1
330,5000,30,1.3805898340030924,1.9848138606386598,1.0,True,0.6144880025924673,0,0,0,1
331,5000,31,1.3782591462756664,1.9818993505018252,1.0,True,0.6195992277300464,0,0,0,1
332,5000,32,1.3711775557323576,1.9785656400421976,1.0,True,0.632731644529227,0,0,0,1
333,5000,33,1.3725981565233711,1.9767231186939145,1.0,True,0.6380251649030932,0,0,0,1
334,5000,34,1.3753915689950726,1.9798266230528423,1.0,True,0.6128581596811191,0,0,0,1
335,5000,35,1.3816008013454473,1.9836924941278562,1.0,True,0.6169805639245918,0,0,0,1
336,5000,36,1.3766311042995865,1.983556359809144,1.0,True,0.621896262375119,0,0,0,1
337,5000,37,1.3761402734525374,1.980691085004048,1.0,True,0.635005880708674,0,0,0,1
338,5000,38,1.3774345535700359,1.9810420466411842,1.0,True,0.6230177118102511,0,0,0,1
339,5000,39,1.3771799019140065,1.9831489879431652,1.0,True,0.630193841653143,0,0,0,1
340,5000,40,1.3739839493822925,1.9788265929009008,1.0,True,0.6279623496567135,0,0,0,1
341,5000,41,1.3826093667946566,1.9861725080827657,1.0,True,0.6286141853385683,0,0,0,1
342,5000,42,1.375499658108863,1.977672690708963,1.0,True,0.634662859129965,0,0,0,1
343,5000,43,1.3809977030159326,1.9867381330695013,1.0,True,0.6157727397124484,0,0,0,1
344,5000,44,1.371174084214347,1.9778288394795567,1.0,True,0.6258707907774737,0,0,0,1
345,5000,45,1.3827433595595984,1.9893004537881087,1.0,True,0.6114785749534355,0,0,0,1
346,5000,46,1.378256476583127,1.982749634101834,1.0,True,0.6193455364947873,0,0,0,1
347,5000,47,1.3767793013244773,1.9817496456644748,1.0,True,0.6319064977673232,0,0,0,1
348,5000,48,1.376758002018923,1.9826416842491783,1.0,True,0.6164105572671117,0,0,0,1
349,5000,49,1.3688761817206367,1.976411675758022,1.0,True,0.6173179336401096,0,0,0,1
350,5000,50,1.3750884494518494,1.9807112779088492,1.0,True,0.6269639921892534,0,0,0,1
351,5000,51,1.3757709291307458,1.981300926563313,1.0,True,0.6195191272889824,0,0,0,1
352,5000,52,1.377903607523901,1.98809389995763,1.0,True,0.6014284647496089,0,0,0,1
353,5000,53,1.3781928502243554,1.9832679904599748,1.0,True,0.6253433061119522,0,0,0,1
354,5000,54,1.3725896376422972,1.9767038498569658,1.0,True,0.6184071921513024,0,0,0,1
355,5000,55,1.3794227802214587,1.9852105985618316,1.0,True,0.6229045525836439,0,0,0,1
356,5000,56,1.3752857893508252,1.9765463378782009,1.0,True,0.6294428975217468,0,0,0,1
357,5000,57,1.3760057881119128,1.9861304871778525,1.0,True,0.6167022346412576,0,0,0,1
358,5000,58,1.3729480380719232,1.976204987355587,1.0,True,0.6259140488680477,0,0,0,1
359,5000,59,1.3768224254261947,1.9823277217851785,1.0,True,0.621327647592083,0,0,0,1
360,5000,60,1.3756992321513164,1.9779339610055255,1.0,True,0.6265668849826458,0,0,0,1
361,5000,61,1.3752454576867907,1.9805722909778378,1.0,True,0.6273056645466362,0,0,0,1
362,5000,62,1.3750876883517695,1.9830118926987637,1.0,True,0.6308833893319075,0,0,0,1
363,5000,63,1.3741049036727861,1.9779356018696863,1.0,True,0.630184277306415,0,0,0,1
364,5000,64,1.36985867537213,1.9749027095202263,1.0,True,0.6164090025399585,0,0,0,1
365,5000,65,1.378624175883267,1.9810995696638543,1.0,True,0.6327135549325291,0,0,0,1
366,5000,66,1.3718864307844887,1.978324262955232,1.0,True,0.6217776365689627,0,0,0,1
367,5000,67,1.376398996075886,1.9813320457975565,1.0,True,0.620299297667219,0,0,0,1
368,5000,68,1.3799206003986328,1.9823280254908084,1.0,True,0.6257190307649543,0,0,0,1
369,5000,69,1.371721858520233,1.9785462621426928,1.0,True,0.6211241992080927,0,0,0,1
370,5000,70,1.3781643874164617,1.9848959648242643,1.0,True,0.6275676843578317,0,0,0,1
371,5000,71,1.3753910215363714,1.9813926817749883,1.0,True,0.6353142599278865,0,0,0,1
372,5000,72,1.3746631898284054,1.981041996681543,1.0,True,0.6262466467839842,0,0,0,1
373,5000,73,1.3742020327630315,1.9789267906525794,1.0,True,0.623040825166238,0,0,0,1
374,5000,74,1.3692236235236144,1.975900036473169,1.0,True,0.6154142910951093,0,0,0,1
375,5000,75,1.3723035603216411,1.9792699551276942,1.0,True,0.6233326170610249,0,0,0,1
376,5000,76,1.3825482338514161,1.9873597928544342,1.0,True,0.6284605452121004,0,0,0,1
377,5000,77,1.3712193364620358,1.9790934278085934,1.0,True,0.6118347800729036,0,0,0,1
378,5000,78,1.384757347173064,1.9890968522380694,1.0,True,0.6269475631336872,0,0,0,1
379,5000,79,1.3705985360175215,1.9773094822049535,1.0,True,0.6283456349121912,0,0,0,1
380,5000,80,1.3670799909787976,1.9694819175145208,1.0,True,0.627061265629449,0,0,0,1
381,5000,81,1.3730422099881006,1.979255219129434,1.0,True,0.6137031987419137,0,0,0,1
382,5000,82,1.3749687671270607,1.9782817796774546,1.0,True,0.6381705636790111,0,0,0,1
383,5000,83,1.3710146858389407,1.9740064992586601,1.0,True,0.6418076639298009,0,0,0,1
384,5000,84,1.3710971572634203,1.9738360388776686,1.0,True,0.6369442449281584,0,0,0,1
385,5000,85,1.3756027638783155,1.9800048841733005,1.0,True,0.6296405935784133,0,0,0,1
386,5000,86,1.3763452404618794,1.9832403220500092,1.0,True,0.6405176229215379,0,0,0,1
387,5000,87,1.3757215645026204,1.9826438853789021,1.0,True,0.6294898375789919,0,0,0,1
388,5000,88,1.3704931396425672,1.9776975703472086,1.0,True,0.6309806061712231,0,0,0,1
389,5000,89,1.3702801788705024,1.9739937087587598,1.0,True,0.6193147722201804,0,0,0,1
390,5000,90,1.372859656956646,1.976944169064955,1.0,True,0.625235481786377,0,0,0,1
391,5000,91,1.3700673588383827,1.975467860002062,1.0,True,0.6205716775905485,0,0,0,1
392,5000,92,1.3646478342372093,1.9681624768641344,1.0,True,0.6183012870120286,0,0,0,1
393,5000,93,1.3837462665977704,1.987477517147973,1.0,True,0.6242185804545555,0,0,0,1
394,5000,94,1.3751366590182863,1.9835212546500807,1.0,True,0.6169139503891254,0,0,0,1
395,5000,95,1.3725693550860338,1.9786954683301743,1.0,True,0.6096599090532626,0,0,0,1
396,5000,96,1.3744837414213562,1.9789071979428172,1.0,True,0.6212246617382684,0,0,0,1
397,5000,97,1.3794811205865303,1.9860053669160336,1.0,True,0.614023913931482,0,0,0,1
398,5000,98,1.3740611412290724,1.9804581647860502,1.0,True,0.6213582802317283,0,0,0,1
399,5000,99,1.3753224179814634,1.9825139249070078,1.0,True,0.6309916972771057,0,0,0,1
