,n_per_pol,sim_num,MSE,IOU,min_dosage,best_pol_diff,"(0, 0, 0)","(0, 0, 1)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 1, 1)"
0,10,0,0.9690667463237899,0.0,False,-0.29006805394962676,1,0,1,0,0,0,0,0
1,10,1,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
2,10,2,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
3,10,3,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
4,10,4,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
5,10,5,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
6,10,6,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
7,10,7,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
8,10,8,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
9,10,9,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
10,10,10,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
11,10,11,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
12,10,12,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
13,10,13,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
14,10,14,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
15,10,15,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
16,10,16,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
17,10,17,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
18,10,18,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
19,10,19,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
20,10,20,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
21,10,21,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
22,10,22,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
23,10,23,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
24,10,24,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
25,10,25,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
26,10,26,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
27,10,27,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
28,10,28,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
29,10,29,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
30,10,30,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
31,10,31,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
32,10,32,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
33,10,33,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
34,10,34,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
35,10,35,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
36,10,36,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
37,10,37,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
38,10,38,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
39,10,39,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
40,10,40,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
41,10,41,0.9921250408159829,0.9,True,-0.26351042675207204,1,0,0,0,0,0,0,1
