,n_per_pol,sim_num,MSE,IOU,min_dosage,best_pol_diff,"(0, 0, 0)","(0, 0, 1)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 1, 1)"
0,10,0,1.149100845964965,0.0,False,-1.770878948142637,1,0,0,0,0,1,0,0
1,10,1,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
2,10,2,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
3,10,3,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
4,10,4,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
5,10,5,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
6,10,6,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
7,10,7,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
8,10,8,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
9,10,9,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
10,10,10,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
11,10,11,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
12,10,12,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
13,10,13,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
14,10,14,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
15,10,15,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
16,10,16,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
17,10,17,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
18,10,18,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
19,10,19,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
20,10,20,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
21,10,21,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
22,10,22,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
23,10,23,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
24,10,24,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
25,10,25,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
26,10,26,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
27,10,27,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
28,10,28,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
29,10,29,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
30,10,30,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
31,10,31,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
32,10,32,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
33,10,33,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
34,10,34,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
35,10,35,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
36,10,36,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
37,10,37,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
38,10,38,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
39,10,39,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
40,10,40,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
41,10,41,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
42,10,42,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
43,10,43,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
44,10,44,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
45,10,45,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
46,10,46,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
47,10,47,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
48,10,48,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
49,10,49,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
50,10,50,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
51,10,51,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
52,10,52,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
53,10,53,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
54,10,54,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
55,10,55,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
56,10,56,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
57,10,57,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
58,10,58,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
59,10,59,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
60,10,60,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
61,10,61,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
62,10,62,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
63,10,63,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
64,10,64,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
65,10,65,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
66,10,66,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
67,10,67,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
68,10,68,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
69,10,69,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
70,10,70,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
71,10,71,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
72,10,72,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
73,10,73,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
74,10,74,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
75,10,75,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
76,10,76,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
77,10,77,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
78,10,78,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
79,10,79,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
80,10,80,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
81,10,81,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
82,10,82,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
83,10,83,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
84,10,84,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
85,10,85,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
86,10,86,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
87,10,87,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
88,10,88,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
89,10,89,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
90,10,90,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
91,10,91,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
92,10,92,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
93,10,93,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
94,10,94,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
95,10,95,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
96,10,96,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
97,10,97,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
98,10,98,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
99,10,99,1.1459428412990689,0.5,True,-0.2955401731175282,1,0,1,0,0,0,0,0
100,100,0,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
101,100,1,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
102,100,2,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
103,100,3,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
104,100,4,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
105,100,5,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
106,100,6,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
107,100,7,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
108,100,8,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
109,100,9,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
110,100,10,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
111,100,11,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
112,100,12,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
113,100,13,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
114,100,14,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
115,100,15,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
116,100,16,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
117,100,17,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
118,100,18,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
119,100,19,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
120,100,20,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
121,100,21,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
122,100,22,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
123,100,23,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
124,100,24,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
125,100,25,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
126,100,26,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
127,100,27,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
128,100,28,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
129,100,29,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
130,100,30,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
131,100,31,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
132,100,32,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
133,100,33,1.2471789508529982,0.5,True,-0.013711594339293143,1,0,1,0,0,0,0,0
