,n_per_pol,sim_num,MSE,L1_loss,IOU,min_dosage,best_pol_diff,"(0, 0, 0)","(0, 0, 1)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 1, 1)"
184,100,84,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
185,100,85,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
186,100,86,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
187,100,87,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
188,100,88,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
189,100,89,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
190,100,90,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
191,100,91,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
192,100,92,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
193,100,93,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
194,100,94,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
195,100,95,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
196,100,96,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
197,100,97,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
198,100,98,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
199,100,99,1.8155346092542106,2.584284245837528,0.0,False,0.9864084578125971,0,0,0,0,0,1,0,0
200,1000,0,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
201,1000,1,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
202,1000,2,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
203,1000,3,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
204,1000,4,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
205,1000,5,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
206,1000,6,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
207,1000,7,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
208,1000,8,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
209,1000,9,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
210,1000,10,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
211,1000,11,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
212,1000,12,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
213,1000,13,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
214,1000,14,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
215,1000,15,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
216,1000,16,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
217,1000,17,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
218,1000,18,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
219,1000,19,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
220,1000,20,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
221,1000,21,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
222,1000,22,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
223,1000,23,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
224,1000,24,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
225,1000,25,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
226,1000,26,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
227,1000,27,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
228,1000,28,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
229,1000,29,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
230,1000,30,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
231,1000,31,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
232,1000,32,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
233,1000,33,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
234,1000,34,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
235,1000,35,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
236,1000,36,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
237,1000,37,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
238,1000,38,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
239,1000,39,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
240,1000,40,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
241,1000,41,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
242,1000,42,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
243,1000,43,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
244,1000,44,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
245,1000,45,1.8011200770030251,2.5636733293177456,0.0,False,1.0298954979443251,0,0,0,0,0,0,0,1
