,n_per_pol,sim_num,MSE,L1_loss,IOU,min_dosage,best_pol_diff,"(0, 0, 0)","(0, 0, 1)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 1, 1)"
0,10,0,1.9269165332093625,2.7999634397506,0.0,False,0.6377682647221707,0,0,0,0,0,0,0,1
1,10,1,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
2,10,2,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
3,10,3,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
4,10,4,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
5,10,5,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
6,10,6,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
7,10,7,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
8,10,8,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
9,10,9,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
10,10,10,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
11,10,11,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
12,10,12,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
13,10,13,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
14,10,14,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
15,10,15,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
16,10,16,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
17,10,17,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
18,10,18,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
19,10,19,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
20,10,20,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
21,10,21,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
22,10,22,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
23,10,23,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
24,10,24,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
25,10,25,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
26,10,26,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
27,10,27,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
28,10,28,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
29,10,29,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
30,10,30,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
31,10,31,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
32,10,32,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
33,10,33,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
34,10,34,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
35,10,35,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
36,10,36,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
37,10,37,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
38,10,38,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
39,10,39,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
40,10,40,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
41,10,41,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
42,10,42,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
43,10,43,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
44,10,44,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
45,10,45,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
46,10,46,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
47,10,47,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
48,10,48,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
49,10,49,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
50,10,50,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
51,10,51,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
52,10,52,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
53,10,53,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
54,10,54,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
55,10,55,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
56,10,56,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
57,10,57,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
58,10,58,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
59,10,59,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
60,10,60,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
61,10,61,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
62,10,62,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
63,10,63,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
64,10,64,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
65,10,65,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
66,10,66,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
67,10,67,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
68,10,68,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
69,10,69,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
70,10,70,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
71,10,71,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
72,10,72,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
73,10,73,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
74,10,74,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
75,10,75,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
76,10,76,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
77,10,77,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
78,10,78,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
79,10,79,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
80,10,80,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
81,10,81,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
82,10,82,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
83,10,83,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
84,10,84,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
85,10,85,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
86,10,86,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
87,10,87,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
88,10,88,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
89,10,89,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
90,10,90,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
91,10,91,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
92,10,92,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
93,10,93,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
94,10,94,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
95,10,95,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
96,10,96,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
97,10,97,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
98,10,98,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
99,10,99,1.9386776283127687,2.7970624714275365,0.0,False,0.39767963153604224,0,0,0,0,0,0,0,1
100,100,0,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
101,100,1,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
102,100,2,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
103,100,3,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
104,100,4,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
105,100,5,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
106,100,6,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
107,100,7,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
108,100,8,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
109,100,9,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
110,100,10,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
111,100,11,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
112,100,12,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
113,100,13,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
114,100,14,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
115,100,15,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
116,100,16,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
117,100,17,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
118,100,18,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
119,100,19,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
120,100,20,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
121,100,21,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
122,100,22,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
123,100,23,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
124,100,24,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
125,100,25,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
126,100,26,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
127,100,27,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
128,100,28,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
129,100,29,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
130,100,30,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
131,100,31,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
132,100,32,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
133,100,33,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
134,100,34,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
135,100,35,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
136,100,36,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
137,100,37,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
138,100,38,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
139,100,39,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
140,100,40,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
141,100,41,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
142,100,42,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
143,100,43,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
144,100,44,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
145,100,45,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
146,100,46,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
147,100,47,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
148,100,48,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
149,100,49,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
150,100,50,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
151,100,51,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
152,100,52,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
153,100,53,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
154,100,54,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
155,100,55,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
156,100,56,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
157,100,57,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
158,100,58,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
159,100,59,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
160,100,60,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
161,100,61,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
162,100,62,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
163,100,63,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
164,100,64,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
165,100,65,1.9177212690833891,2.7765924662678874,0.0,False,0.6551987613555199,0,0,0,0,0,0,0,1
