,n_per_pol,sim_num,MSE,IOU,min_dosage,best_pol_diff
305,5000,5,0.9985152803355991,1.0,True,-0.00961127045740362
306,5000,6,0.9985152803355991,1.0,True,-0.00961127045740362
307,5000,7,0.9985152803355991,1.0,True,-0.00961127045740362
308,5000,8,0.9985152803355991,1.0,True,-0.00961127045740362
309,5000,9,0.9985152803355991,1.0,True,-0.00961127045740362
310,5000,10,0.9985152803355991,1.0,True,-0.00961127045740362
311,5000,11,0.9985152803355991,1.0,True,-0.00961127045740362
312,5000,12,0.9985152803355991,1.0,True,-0.00961127045740362
313,5000,13,0.9985152803355991,1.0,True,-0.00961127045740362
314,5000,14,0.9985152803355991,1.0,True,-0.00961127045740362
315,5000,15,0.9985152803355991,1.0,True,-0.00961127045740362
316,5000,16,0.9985152803355991,1.0,True,-0.00961127045740362
317,5000,17,0.9985152803355991,1.0,True,-0.00961127045740362
318,5000,18,0.9985152803355991,1.0,True,-0.00961127045740362
319,5000,19,0.9985152803355991,1.0,True,-0.00961127045740362
320,5000,20,0.9985152803355991,1.0,True,-0.00961127045740362
321,5000,21,0.9985152803355991,1.0,True,-0.00961127045740362
322,5000,22,0.9985152803355991,1.0,True,-0.00961127045740362
323,5000,23,0.9985152803355991,1.0,True,-0.00961127045740362
324,5000,24,0.9985152803355991,1.0,True,-0.00961127045740362
325,5000,25,0.9985152803355991,1.0,True,-0.00961127045740362
326,5000,26,0.9985152803355991,1.0,True,-0.00961127045740362
327,5000,27,0.9985152803355991,1.0,True,-0.00961127045740362
328,5000,28,0.9985152803355991,1.0,True,-0.00961127045740362
329,5000,29,0.9985152803355991,1.0,True,-0.00961127045740362
330,5000,30,0.9985152803355991,1.0,True,-0.00961127045740362
331,5000,31,0.9985152803355991,1.0,True,-0.00961127045740362
332,5000,32,0.9985152803355991,1.0,True,-0.00961127045740362
333,5000,33,0.9985152803355991,1.0,True,-0.00961127045740362
334,5000,34,0.9985152803355991,1.0,True,-0.00961127045740362
335,5000,35,0.9985152803355991,1.0,True,-0.00961127045740362
336,5000,36,0.9985152803355991,1.0,True,-0.00961127045740362
337,5000,37,0.9985152803355991,1.0,True,-0.00961127045740362
338,5000,38,0.9985152803355991,1.0,True,-0.00961127045740362
339,5000,39,0.9985152803355991,1.0,True,-0.00961127045740362
340,5000,40,0.9985152803355991,1.0,True,-0.00961127045740362
341,5000,41,0.9985152803355991,1.0,True,-0.00961127045740362
342,5000,42,0.9985152803355991,1.0,True,-0.00961127045740362
343,5000,43,0.9985152803355991,1.0,True,-0.00961127045740362
344,5000,44,0.9985152803355991,1.0,True,-0.00961127045740362
345,5000,45,0.9985152803355991,1.0,True,-0.00961127045740362
346,5000,46,0.9985152803355991,1.0,True,-0.00961127045740362
347,5000,47,0.9985152803355991,1.0,True,-0.00961127045740362
348,5000,48,0.9985152803355991,1.0,True,-0.00961127045740362
349,5000,49,0.9985152803355991,1.0,True,-0.00961127045740362
350,5000,50,0.9985152803355991,1.0,True,-0.00961127045740362
351,5000,51,0.9985152803355991,1.0,True,-0.00961127045740362
352,5000,52,0.9985152803355991,1.0,True,-0.00961127045740362
353,5000,53,0.9985152803355991,1.0,True,-0.00961127045740362
354,5000,54,0.9985152803355991,1.0,True,-0.00961127045740362
355,5000,55,0.9985152803355991,1.0,True,-0.00961127045740362
356,5000,56,0.9985152803355991,1.0,True,-0.00961127045740362
357,5000,57,0.9985152803355991,1.0,True,-0.00961127045740362
358,5000,58,0.9985152803355991,1.0,True,-0.00961127045740362
359,5000,59,0.9985152803355991,1.0,True,-0.00961127045740362
360,5000,60,0.9985152803355991,1.0,True,-0.00961127045740362
361,5000,61,0.9985152803355991,1.0,True,-0.00961127045740362
362,5000,62,0.9985152803355991,1.0,True,-0.00961127045740362
363,5000,63,0.9985152803355991,1.0,True,-0.00961127045740362
364,5000,64,0.9985152803355991,1.0,True,-0.00961127045740362
365,5000,65,0.9985152803355991,1.0,True,-0.00961127045740362
366,5000,66,0.9985152803355991,1.0,True,-0.00961127045740362
367,5000,67,0.9985152803355991,1.0,True,-0.00961127045740362
368,5000,68,0.9985152803355991,1.0,True,-0.00961127045740362
369,5000,69,0.9985152803355991,1.0,True,-0.00961127045740362
370,5000,70,0.9985152803355991,1.0,True,-0.00961127045740362
371,5000,71,0.9985152803355991,1.0,True,-0.00961127045740362
372,5000,72,0.9985152803355991,1.0,True,-0.00961127045740362
373,5000,73,0.9985152803355991,1.0,True,-0.00961127045740362
374,5000,74,0.9985152803355991,1.0,True,-0.00961127045740362
375,5000,75,0.9985152803355991,1.0,True,-0.00961127045740362
376,5000,76,0.9985152803355991,1.0,True,-0.00961127045740362
377,5000,77,0.9985152803355991,1.0,True,-0.00961127045740362
378,5000,78,0.9985152803355991,1.0,True,-0.00961127045740362
379,5000,79,0.9985152803355991,1.0,True,-0.00961127045740362
380,5000,80,0.9985152803355991,1.0,True,-0.00961127045740362
381,5000,81,0.9985152803355991,1.0,True,-0.00961127045740362
382,5000,82,0.9985152803355991,1.0,True,-0.00961127045740362
383,5000,83,0.9985152803355991,1.0,True,-0.00961127045740362
384,5000,84,0.9985152803355991,1.0,True,-0.00961127045740362
385,5000,85,0.9985152803355991,1.0,True,-0.00961127045740362
386,5000,86,0.9985152803355991,1.0,True,-0.00961127045740362
387,5000,87,0.9985152803355991,1.0,True,-0.00961127045740362
388,5000,88,0.9985152803355991,1.0,True,-0.00961127045740362
389,5000,89,0.9985152803355991,1.0,True,-0.00961127045740362
390,5000,90,0.9985152803355991,1.0,True,-0.00961127045740362
391,5000,91,0.9985152803355991,1.0,True,-0.00961127045740362
392,5000,92,0.9985152803355991,1.0,True,-0.00961127045740362
393,5000,93,0.9985152803355991,1.0,True,-0.00961127045740362
394,5000,94,0.9985152803355991,1.0,True,-0.00961127045740362
395,5000,95,0.9985152803355991,1.0,True,-0.00961127045740362
396,5000,96,0.9985152803355991,1.0,True,-0.00961127045740362
397,5000,97,0.9985152803355991,1.0,True,-0.00961127045740362
398,5000,98,0.9985152803355991,1.0,True,-0.00961127045740362
399,5000,99,0.9985152803355991,1.0,True,-0.00961127045740362
